Temperature [celsius]
0
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
20.4
