t,Qin,Qet,hpEND,Qpf,Qover,Qfs,Qet1,Qhc,Qpipe,Qet2,teta_usz,teta_sz,Qrain,Qinfp,Qinfsz,hp,s,husz,hsz,nsz,nusz,hszEST
5553,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5554,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5555,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5556,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5557,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5558,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5559,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5560,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5561,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5562,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5563,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5564,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5565,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5566,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5567,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5568,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5569,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5570,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5571,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5572,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5573,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5574,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5575,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5576,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5577,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5578,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5579,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5580,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5581,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5582,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5583,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5584,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5585,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5586,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5587,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5588,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5589,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5590,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5591,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5592,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5593,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5594,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5595,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5596,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5597,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5598,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5599,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5600,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5601,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5602,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5603,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5604,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5605,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5606,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5607,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5608,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5609,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5610,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5611,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5612,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5613,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5614,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5615,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5616,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5617,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5618,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5619,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5620,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5621,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5622,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5623,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5624,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5625,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5626,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5627,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5628,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5629,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5630,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5631,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5632,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5633,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5634,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5635,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5636,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5637,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5638,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5639,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5640,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5641,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5642,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5643,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5644,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5645,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5646,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5647,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5648,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5649,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5650,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5651,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5652,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5653,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5654,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5655,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5656,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5657,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5658,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5659,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5660,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5661,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5662,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5663,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5664,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5665,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5666,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5667,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5668,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5669,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5670,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5671,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5672,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5673,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5674,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5675,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5676,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5677,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5678,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5679,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5680,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5681,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5682,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5683,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5684,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5685,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5686,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5687,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5688,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5689,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5690,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5691,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5692,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5693,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5694,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5695,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5696,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5697,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5698,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5699,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5700,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5701,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5702,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5703,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5704,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5705,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5706,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5707,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
5708,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.200533462,0.4,0,0,0.0,0.0,0.5898043,0.4,0.1,0.4,0.34,0.1
