Emax
0
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
0.00234
